46.4,0.17544,0.1386,-0.077419,-0.195,-0.040627,0.18535,0.12082,-0.13681,-0.1811,0.060264
46.5,0.17511,0.13906,-0.076126,-0.19484,-0.043135,0.18379,0.12377,-0.13324,-0.18333,0.054659
46.6,0.17478,0.13952,-0.074837,-0.19465,-0.045618,0.18219,0.12667,-0.12963,-0.18542,0.04905
46.7,0.17445,0.13998,-0.073551,-0.19445,-0.048077,0.18056,0.1295,-0.12598,-0.1874,0.043442
46.8,0.17412,0.14043,-0.072269,-0.19423,-0.050511,0.17888,0.13226,-0.12231,-0.18924,0.037838
46.9,0.1738,0.14087,-0.070991,-0.194,-0.05292,0.17718,0.13496,-0.11859,-0.19096,0.032244
47,0.17347,0.14131,-0.069717,-0.19375,-0.055305,0.17544,0.1376,-0.11485,-0.19256,0.026663
47.1,0.17315,0.14174,-0.068446,-0.19348,-0.057664,0.17367,0.14017,-0.11108,-0.19403,0.021099
47.2,0.17282,0.14217,-0.067179,-0.1932,-0.059999,0.17187,0.14267,-0.10729,-0.19538,0.015558
47.3,0.1725,0.14259,-0.065916,-0.1929,-0.062308,0.17004,0.14511,-0.10347,-0.19661,0.010041
47.4,0.17217,0.143,-0.064658,-0.19259,-0.064592,0.16818,0.14749,-0.09963,-0.19771,0.0045541
47.5,0.17185,0.14341,-0.063403,-0.19226,-0.06685,0.1663,0.1498,-0.095773,-0.1987,-0.00090016
47.6,0.17153,0.14382,-0.062152,-0.19192,-0.069083,0.16438,0.15205,-0.091898,-0.19957,-0.006318
47.7,0.17121,0.14422,-0.060906,-0.19156,-0.071291,0.16244,0.15423,-0.088009,-0.20032,-0.011696
47.8,0.17089,0.14461,-0.059664,-0.1912,-0.073473,0.16048,0.15635,-0.084108,-0.20096,-0.017031
47.9,0.17057,0.145,-0.058426,-0.19082,-0.075629,0.15849,0.1584,-0.080196,-0.20149,-0.022319
48,0.17025,0.14538,-0.057192,-0.19042,-0.077759,0.15647,0.16039,-0.076275,-0.2019,-0.027558
48.1,0.16993,0.14576,-0.055963,-0.19002,-0.079864,0.15444,0.16232,-0.072348,-0.2022,-0.032744
48.2,0.16961,0.14613,-0.054738,-0.18961,-0.081943,0.15238,0.16418,-0.068416,-0.20239,-0.037875
48.3,0.16929,0.1465,-0.053517,-0.18918,-0.083997,0.1503,0.16598,-0.064482,-0.20247,-0.042948
48.4,0.16897,0.14687,-0.052301,-0.18874,-0.086024,0.1482,0.16772,-0.060546,-0.20244,-0.04796
48.5,0.16866,0.14722,-0.051089,-0.1883,-0.088026,0.14608,0.16939,-0.056611,-0.20231,-0.052909
48.6,0.16834,0.14758,-0.049882,-0.18785,-0.090002,0.14395,0.171,-0.052678,-0.20207,-0.057791
48.7,0.16803,0.14793,-0.048679,-0.18738,-0.091953,0.14179,0.17255,-0.04875,-0.20174,-0.062606
48.8,0.16771,0.14827,-0.047481,-0.18691,-0.093877,0.13962,0.17404,-0.044827,-0.2013,-0.06735
48.9,0.1674,0.14861,-0.046288,-0.18643,-0.095776,0.13744,0.17547,-0.040911,-0.20076,-0.072021
49,0.16708,0.14895,-0.045099,-0.18595,-0.097649,0.13524,0.17684,-0.037005,-0.20013,-0.076617
49.1,0.16677,0.14928,-0.043914,-0.18545,-0.099496,0.13302,0.17814,-0.033109,-0.1994,-0.081137
49.2,0.16646,0.1496,-0.042735,-0.18495,-0.10132,0.13079,0.17939,-0.029224,-0.19858,-0.085579
49.3,0.16615,0.14992,-0.04156,-0.18445,-0.10311,0.12855,0.18058,-0.025354,-0.19766,-0.08994
49.4,0.16584,0.15024,-0.04039,-0.18393,-0.10489,0.12629,0.18171,-0.021498,-0.19666,-0.09422
49.5,0.16553,0.15055,-0.039224,-0.18341,-0.10663,0.12403,0.18278,-0.017658,-0.19557,-0.098416
49.6,0.16522,0.15086,-0.038064,-0.18289,-0.10835,0.12175,0.18379,-0.013836,-0.19439,-0.10253
49.7,0.16491,0.15116,-0.036908,-0.18236,-0.11004,0.11946,0.18474,-0.010033,-0.19312,-0.10655
49.8,0.1646,0.15146,-0.035757,-0.18182,-0.11171,0.11717,0.18564,-0.0062495,-0.19178,-0.11049
49.9,0.16429,0.15175,-0.034611,-0.18128,-0.11336,0.11486,0.18648,-0.0024876,-0.19035,-0.11434
50,0.16399,0.15204,-0.033469,-0.18073,-0.11498,0.11255,0.18727,0.0012517,-0.18885,-0.1181
50.1,0.16368,0.15233,-0.032333,-0.18018,-0.11657,0.11023,0.188,0.0049675,-0.18726,-0.12177
50.2,0.16337,0.15261,-0.031201,-0.17961,-0.11814,0.1079,0.18868,0.0086584,-0.18561,-0.12534
50.3,0.16307,0.15289,-0.030075,-0.17905,-0.11968,0.10556,0.1893,0.012323,-0.18387,-0.12883
50.4,0.16276,0.15316,-0.028953,-0.17847,-0.1212,0.10323,0.18987,0.015962,-0.18207,-0.13222
50.5,0.16246,0.15343,-0.027836,-0.17789,-0.1227,0.10088,0.19038,0.019572,-0.1802,-0.13551
50.6,0.16216,0.15369,-0.026724,-0.17731,-0.12417,0.098532,0.19084,0.023153,-0.17826,-0.13872
50.7,0.16186,0.15395,-0.025617,-0.17671,-0.12561,0.096179,0.19126,0.026705,-0.17625,-0.14182
50.8,0.16155,0.15421,-0.024515,-0.17611,-0.12703,0.093823,0.19162,0.030225,-0.17418,-0.14483
50.9,0.16125,0.15447,-0.023418,-0.17551,-0.12843,0.091465,0.19192,0.033714,-0.17205,-0.14775
51,0.16095,0.15471,-0.022326,-0.17489,-0.1298,0.089104,0.19218,0.037171,-0.16985,-0.15057
51.1,0.16065,0.15496,-0.021239,-0.17427,-0.13115,0.086741,0.19239,0.040594,-0.1676,-0.15329
51.2,0.16035,0.1552,-0.020157,-0.17365,-0.13247,0.084378,0.19255,0.043984,-0.16529,-0.15591
51.3,0.16006,0.15544,-0.01908,-0.17301,-0.13378,0.082014,0.19267,0.047338,-0.16293,-0.15844
51.4,0.15976,0.15567,-0.018008,-0.17237,-0.13505,0.07965,0.19273,0.050657,-0.16051,-0.16087
51.5,0.15946,0.1559,-0.016941,-0.17173,-0.13631,0.077286,0.19275,0.05394,-0.15805,-0.16321
51.6,0.15917,0.15613,-0.015879,-0.17107,-0.13539,0.074923,0.19272,0.057186,-0.15553,-0.16544
51.7,0.15887,0.15635,-0.014822,-0.17042,-0.13662,0.072562,0.19265,0.060394,-0.15296,-0.16758
51.8,0.15858,0.15657,-0.01377,-0.16975,-0.13783,0.070202,0.19253,0.063564,-0.15035,-0.16963
51.9,0.15828,0.15679,-0.012724,-0.16908,-0.13901,0.067844,0.19237,0.066696,-0.1477,-0.17158
52,0.15799,0.157,-0.011682,-0.1684,-0.14017,0.06549,0.19216,0.069788,-0.145,-0.17343
52.1,0.15769,0.15721,-0.010645,-0.16771,-0.14131,0.063138,0.19191,0.07284,-0.14226,-0.17518
52.2,0.1574,0.15741,-0.0096136,-0.16702,-0.14242,0.06079,0.19162,0.075853,-0.13949,-0.17684
52.3,0.15711,0.15761,-0.008587,-0.16633,-0.14352,0.058446,0.19129,0.078824,-0.13667,-0.17841
52.4,0.15682,0.15781,-0.0075655,-0.16562,-0.14459,0.056106,0.19091,0.081755,-0.13382,-0.17988
52.5,0.15653,0.15801,-0.0065491,-0.16491,-0.14564,0.053771,0.1905,0.084644,-0.13094,-0.18126
52.6,0.15624,0.1582,-0.0055377,-0.1642,-0.14667,0.051442,0.19004,0.087491,-0.12802,-0.18254
52.7,0.15595,0.15839,-0.0045314,-0.16348,-0.14767,0.049117,0.18955,0.090295,-0.12507,-0.18373
52.8,0.15566,0.15857,-0.0035301,-0.16275,-0.14866,0.046799,0.18902,0.093058,-0.1221,-0.18483
52.9,0.15538,0.15875,-0.0025339,-0.16202,-0.14962,0.044487,0.18845,0.095777,-0.11909,-0.18584
53,0.15509,0.15893,-0.0015427,-0.16129,-0.15056,0.042181,0.18784,0.098453,-0.11606,-0.18675
53.1,0.1548,0.1591,-0.00055663,-0.16055,-0.15149,0.039883,0.1872,0.10108,-0.11301,-0.18758
53.2,0.15452,0.15928,0.00042443,-0.1598,-0.15239,0.037592,0.18652,0.10367,-0.10993,-0.18832
53.3,0.15423,0.15944,0.0014004,-0.15905,-0.15327,0.035308,0.1858,0.10622,-0.10683,-0.18897
53.4,0.15395,0.15961,0.0023714,-0.15829,-0.15413,0.033032,0.18505,0.10872,-0.10371,-0.18953
53.5,0.15366,0.15977,0.0033374,-0.15753,-0.15497,0.030765,0.18427,0.11117,-0.10058,-0.19
53.6,0.15338,0.15993,0.0042983,-0.15677,-0.15578,0.028506,0.18345,0.11359,-0.097421,-0.19039
53.7,0.1531,0.16009,0.0052541,-0.156,-0.15658,0.026255,0.1826,0.11595,-0.094251,-0.1907
